[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-11-28 10:26:6:160] P9078_TrajLinearMoveEx[1] end: 8.944300, 14.446100, 10.308712, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:6:161] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:7:950] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:7:967] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:7:983] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:7:998] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:8:94] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:8:109] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:8:125] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:8:125] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:8:142] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:8:158] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:8:158] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:8:159] P9078_TrajLinearMoveEx[1] end: 8.944300, 14.446100, 10.308712, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:8:160] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:8:160] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:8:161] P9078_TrajLinearMoveEx[1] end: 8.944300, 14.366100, 10.308712, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:8:162] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:8:763] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:8:779] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:8:794] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:8:810] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:8:867] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:8:870] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:8:886] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:9:306] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:9:321] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:9:337] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:9:337] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:9:353] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:9:369] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:9:369] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:9:370] P9078_TrajLinearMoveEx[1] end: 8.844300, 14.381998, 10.308700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:9:371] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:9:371] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:9:372] P9078_TrajLinearMoveEx[1] end: 9.044300, 14.381998, 10.308700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:9:373] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:11:649] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:11:664] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:11:680] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:11:696] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:11:791] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:11:807] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:11:824] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:11:824] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:11:839] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:11:855] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:11:855] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:11:856] P9078_TrajLinearMoveEx[1] end: 9.044300, 14.381998, 10.308700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:11:857] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:11:857] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:11:858] P9078_TrajLinearMoveEx[1] end: 8.844300, 14.381998, 10.308700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:11:859] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:13:275] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:13:290] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:13:305] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:13:321] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:13:509] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:13:520] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:13:529] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:13:720] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:13:735] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:13:751] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:13:751] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:13:767] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:13:783] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:13:783] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:13:784] P9078_TrajLinearMoveEx[1] end: 8.942153, 14.382000, 10.208700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:13:785] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:13:785] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:13:786] P9078_TrajLinearMoveEx[1] end: 8.942153, 14.382000, 10.408700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:13:787] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:16:23] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:16:42] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:16:58] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:16:73] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:16:170] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:16:185] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:16:201] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:16:201] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:16:217] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:16:234] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:16:234] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:16:235] P9078_TrajLinearMoveEx[1] end: 8.942153, 14.382000, 10.408700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:16:236] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:16:236] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:16:237] P9078_TrajLinearMoveEx[1] end: 8.942153, 14.382000, 10.208700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:16:238] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:17:651] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:17:667] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:17:683] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:17:699] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:17:849] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:17:856] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:17:862] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:18:66] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:18:82] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:18:97] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:18:97] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:18:114] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:18:130] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:18:130] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:18:131] P9078_TrajLinearMoveEx[1] end: 8.842200, 14.382000, 10.308121, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:18:132] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:18:132] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:18:133] P9078_TrajLinearMoveEx[1] end: 9.042200, 14.382000, 10.308121, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:18:134] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:20:406] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:20:423] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:20:438] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:20:454] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:20:549] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:20:565] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:20:582] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:20:582] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:20:598] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:20:613] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:20:614] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:20:615] P9078_TrajLinearMoveEx[1] end: 9.042200, 14.382000, 10.308121, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:20:616] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:20:616] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:20:617] P9078_TrajLinearMoveEx[1] end: 8.842200, 14.382000, 10.308121, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:20:618] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:22:31] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:22:46] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:22:62] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:22:77] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:22:224] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:22:227] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:22:230] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:22:444] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:22:460] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:22:476] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:22:476] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:22:491] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:22:507] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:22:507] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:22:508] P9078_TrajLinearMoveEx[1] end: 8.942484, 14.382000, 10.208100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:22:509] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:22:509] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:22:510] P9078_TrajLinearMoveEx[1] end: 8.942484, 14.382000, 10.408100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:22:511] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:24:738] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:24:755] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:24:770] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:24:786] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:24:882] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:24:898] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:24:914] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:24:914] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:24:930] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:24:945] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:24:946] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:24:946] P9078_TrajLinearMoveEx[1] end: 8.942484, 14.382000, 10.408100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:24:948] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:24:948] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:24:949] P9078_TrajLinearMoveEx[1] end: 8.942484, 14.382000, 10.208100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:24:950] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:26:360] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:26:376] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:26:391] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:26:407] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:26:560] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:26:570] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:26:579] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:26:788] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:26:803] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:26:819] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:26:820] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:26:834] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:26:850] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:26:850] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:26:851] P9078_TrajLinearMoveEx[1] end: 8.942500, 14.342000, 10.307912, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:26:852] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:26:852] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:26:853] P9078_TrajLinearMoveEx[1] end: 8.942500, 14.422000, 10.307912, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:26:854] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:28:707] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:28:722] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:28:738] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:28:754] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:28:849] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:28:865] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:28:882] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:28:882] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:28:897] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:28:913] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:28:930] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:28:931] P9078_TrajLinearMoveEx[1] end: 8.942500, 14.422000, 10.307912, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:28:944] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:28:944] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:28:945] P9078_TrajLinearMoveEx[1] end: 8.942500, 14.342000, 10.307912, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:28:946] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:29:551] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:29:567] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:29:583] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:29:599] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:29:637] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:29:640] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:29:642] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:30:59] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:30:74] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:30:90] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:30:90] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:30:107] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:30:123] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:30:123] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:30:124] P9078_TrajLinearMoveEx[1] end: 8.842500, 14.376460, 10.307900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:30:125] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:30:125] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:30:126] P9078_TrajLinearMoveEx[1] end: 9.042500, 14.376460, 10.307900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:30:127] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:32:417] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:32:433] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:32:448] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:32:464] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:32:559] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:32:575] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:32:591] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:32:591] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:32:608] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:32:624] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:32:624] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:32:624] P9078_TrajLinearMoveEx[1] end: 9.042500, 14.376460, 10.307900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:32:625] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:32:625] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:32:626] P9078_TrajLinearMoveEx[1] end: 8.842500, 14.376460, 10.307900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:32:627] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:34:57] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:34:73] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:34:89] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:34:105] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:34:251] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:34:254] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:34:257] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:34:472] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:34:488] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:34:504] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:34:504] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:34:519] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:34:536] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:34:536] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:34:537] P9078_TrajLinearMoveEx[1] end: 8.941220, 14.376500, 10.207900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:34:538] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:34:538] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:34:539] P9078_TrajLinearMoveEx[1] end: 8.941220, 14.376500, 10.407900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:34:540] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:36:798] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:36:814] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:36:831] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:36:846] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:36:943] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:36:958] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:36:974] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:36:974] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:36:990] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:37:6] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:37:6] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:37:7] P9078_TrajLinearMoveEx[1] end: 8.941220, 14.376500, 10.407900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:37:8] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:37:8] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:37:9] P9078_TrajLinearMoveEx[1] end: 8.941220, 14.376500, 10.207900, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
